,datetime,candidate,votes,state,district,type
1086,2020-11-06 19:53:53+00:00,Biden,8,Georgia,,
1087,2020-11-06 19:53:53+00:00,Trump,3,Georgia,,
1088,2020-11-06 19:46:07+00:00,Biden,172,Georgia,,
1089,2020-11-06 19:46:07+00:00,Trump,128,Georgia,,
1090,2020-11-06 19:11:02+00:00,Biden,6,Georgia,,
1091,2020-11-06 19:11:02+00:00,Trump,13,Georgia,,
1092,2020-11-06 18:24:05+00:00,Biden,6,Georgia,,
1093,2020-11-06 18:24:05+00:00,Trump,5,Georgia,,
1094,2020-11-06 17:40:44+00:00,Biden,2,Georgia,,
1095,2020-11-06 17:40:44+00:00,Trump,7,Georgia,,
1096,2020-11-06 17:32:20+00:00,Biden,26,Georgia,,
1097,2020-11-06 17:32:20+00:00,Trump,38,Georgia,,
1098,2020-11-06 17:16:09+00:00,Biden,3,Georgia,,
1099,2020-11-06 17:16:09+00:00,Trump,10,Georgia,,
1100,2020-11-06 16:49:49+00:00,Biden,1,Georgia,,
1101,2020-11-06 16:49:49+00:00,Trump,4,Georgia,,
1102,2020-11-06 16:32:19+00:00,Biden,8,Georgia,,
1103,2020-11-06 16:32:19+00:00,Trump,7,Georgia,,
1104,2020-11-06 16:03:11+00:00,Biden,27,Georgia,,
1105,2020-11-06 16:03:11+00:00,Trump,20,Georgia,,
1106,2020-11-06 15:35:56+00:00,Biden,527,Georgia,,
1107,2020-11-06 15:35:56+00:00,Trump,46,Georgia,,
1108,2020-11-06 14:58:41+00:00,Biden,2,Georgia,,
1109,2020-11-06 14:58:41+00:00,Trump,1,Georgia,,
1110,2020-11-06 14:24:48+00:00,Biden,6,Georgia,,
1111,2020-11-06 14:24:48+00:00,Trump,6,Georgia,,
1112,2020-11-06 13:15:23+00:00,Biden,2,Georgia,,
1113,2020-11-06 13:15:23+00:00,Trump,1,Georgia,,
1114,2020-11-06 11:10:54+00:00,Biden,209,Georgia,,
1115,2020-11-06 11:10:54+00:00,Trump,30,Georgia,,
1116,2020-11-06 09:50:07+00:00,Biden,1139,Georgia,,
1117,2020-11-06 09:50:07+00:00,Trump,685,Georgia,,
1118,2020-11-06 08:40:27+00:00,Trump,49,Georgia,,
1119,2020-11-06 08:40:27+00:00,Biden,251,Georgia,,
1120,2020-11-06 07:41:51+00:00,Trump,102,Georgia,,
1121,2020-11-06 07:41:51+00:00,Biden,704,Georgia,,
1122,2020-11-06 06:41:37+00:00,Trump,44,Georgia,,
1123,2020-11-06 06:41:37+00:00,Biden,486,Georgia,,
1124,2020-11-06 05:41:02+00:00,Trump,21,Georgia,,
1125,2020-11-06 05:41:02+00:00,Biden,117,Georgia,,
1126,2020-11-06 04:10:39+00:00,Trump,673,Georgia,,
1127,2020-11-06 04:10:39+00:00,Biden,643,Georgia,,
1128,2020-11-06 03:29:41+00:00,Trump,6,Georgia,,
1129,2020-11-06 03:29:41+00:00,Biden,28,Georgia,,
1130,2020-11-06 03:06:46+00:00,Trump,114,Georgia,,
1131,2020-11-06 03:06:46+00:00,Biden,219,Georgia,,
1132,2020-11-06 02:33:32+00:00,Trump,208,Georgia,,
1133,2020-11-06 02:33:32+00:00,Biden,803,Georgia,,
1134,2020-11-06 02:00:51+00:00,Trump,165,Georgia,,
1135,2020-11-06 02:00:51+00:00,Biden,1154,Georgia,,
1136,2020-11-06 00:35:53+00:00,Trump,1311,Georgia,,
1137,2020-11-06 00:35:53+00:00,Biden,1460,Georgia,,
1138,2020-11-06 00:01:17+00:00,Trump,5614,Georgia,,
1139,2020-11-06 00:01:17+00:00,Biden,11405,Georgia,,
1140,2020-11-05 23:07:42+00:00,Trump,116,Georgia,,
1141,2020-11-05 23:07:42+00:00,Biden,224,Georgia,,
1142,2020-11-05 22:45:37+00:00,Trump,9,Georgia,,
1143,2020-11-05 22:45:37+00:00,Biden,10,Georgia,,
1144,2020-11-05 22:21:28+00:00,Trump,122,Georgia,,
1145,2020-11-05 22:21:28+00:00,Biden,112,Georgia,,
1146,2020-11-05 22:01:29+00:00,Trump,1457,Georgia,,
1147,2020-11-05 22:01:29+00:00,Biden,4705,Georgia,,
1148,2020-11-05 21:53:18+00:00,Trump,8,Georgia,,
1149,2020-11-05 21:53:18+00:00,Biden,0,Georgia,,
1150,2020-11-05 21:13:32+00:00,Trump,2,Georgia,,
1151,2020-11-05 21:13:32+00:00,Biden,5,Georgia,,
1152,2020-11-05 20:40:29+00:00,Trump,25,Georgia,,
1153,2020-11-05 20:40:29+00:00,Biden,21,Georgia,,
1154,2020-11-05 20:32:32+00:00,Trump,1738,Georgia,,
1155,2020-11-05 20:32:32+00:00,Biden,1809,Georgia,,
1156,2020-11-05 20:05:59+00:00,Trump,13,Georgia,,
1157,2020-11-05 20:05:59+00:00,Biden,6,Georgia,,
1158,2020-11-05 19:45:41+00:00,Trump,10,Georgia,,
1159,2020-11-05 19:45:41+00:00,Biden,7,Georgia,,
1160,2020-11-05 19:37:18+00:00,Trump,93,Georgia,,
1161,2020-11-05 19:37:18+00:00,Biden,487,Georgia,,
1162,2020-11-05 19:12:36+00:00,Trump,299,Georgia,,
1163,2020-11-05 19:12:36+00:00,Biden,614,Georgia,,
1164,2020-11-05 18:50:48+00:00,Trump,20,Georgia,,
1165,2020-11-05 18:50:48+00:00,Biden,25,Georgia,,
1166,2020-11-05 17:48:22+00:00,Trump,114,Georgia,,
1167,2020-11-05 17:48:22+00:00,Biden,675,Georgia,,
1168,2020-11-05 17:16:26+00:00,Trump,1538,Georgia,,
1169,2020-11-05 17:16:26+00:00,Biden,2203,Georgia,,
1170,2020-11-05 16:46:27+00:00,Trump,62,Georgia,,
1171,2020-11-05 16:46:27+00:00,Biden,154,Georgia,,
1172,2020-11-05 16:37:47+00:00,Trump,1364,Georgia,,
1173,2020-11-05 16:37:47+00:00,Biden,4653,Georgia,,
1174,2020-11-05 15:53:50+00:00,Trump,3,Georgia,,
1175,2020-11-05 15:53:50+00:00,Biden,1,Georgia,,
1176,2020-11-05 15:46:20+00:00,Trump,373,Georgia,,
1177,2020-11-05 15:46:20+00:00,Biden,815,Georgia,,
1178,2020-11-05 14:50:38+00:00,Trump,127,Georgia,,
1179,2020-11-05 14:50:38+00:00,Biden,129,Georgia,,
1180,2020-11-05 13:45:38+00:00,Trump,700,Georgia,,
1181,2020-11-05 13:45:38+00:00,Biden,652,Georgia,,
1182,2020-11-05 10:55:01+00:00,Trump,1941,Georgia,,
1183,2020-11-05 10:55:01+00:00,Biden,6410,Georgia,,
1184,2020-11-05 06:12:22+00:00,Trump,2241,Georgia,,
1185,2020-11-05 06:12:22+00:00,Biden,8059,Georgia,,
1186,2020-11-05 05:24:38+00:00,Trump,665,Georgia,,
1187,2020-11-05 05:24:38+00:00,Biden,3586,Georgia,,
1188,2020-11-05 03:41:08+00:00,Trump,772,Georgia,,
1189,2020-11-05 03:41:08+00:00,Biden,2324,Georgia,,
1190,2020-11-05 03:11:54+00:00,Trump,1286,Georgia,,
1191,2020-11-05 03:11:54+00:00,Biden,5308,Georgia,,
1192,2020-11-05 02:58:35+00:00,Trump,22,Georgia,,updated
1193,2020-11-05 02:58:35+00:00,Biden,70,Georgia,,updated
1194,2020-11-05 02:51:15+00:00,Trump,269,Georgia,,updated
1195,2020-11-05 02:51:15+00:00,Biden,1895,Georgia,,updated
1196,2020-11-05 02:19:13+00:00,Trump,227,Georgia,,
1197,2020-11-05 02:19:13+00:00,Biden,1152,Georgia,,
1198,2020-11-05 02:03:34+00:00,Trump,274,Georgia,,
1199,2020-11-05 02:03:34+00:00,Biden,164,Georgia,,
1200,2020-11-05 01:34:39+00:00,Trump,2,Georgia,,
1201,2020-11-05 01:34:39+00:00,Biden,8,Georgia,,
1202,2020-11-05 01:28:06+00:00,Trump,3929,Georgia,,
1203,2020-11-05 01:28:06+00:00,Biden,10103,Georgia,,
1204,2020-11-05 01:16:26+00:00,Trump,159,Georgia,,
1205,2020-11-05 01:16:26+00:00,Biden,109,Georgia,,
1206,2020-11-05 01:00:02+00:00,Trump,288,Georgia,,
1207,2020-11-05 01:00:02+00:00,Biden,435,Georgia,,
1208,2020-11-05 00:55:32+00:00,Trump,492,Georgia,,
1209,2020-11-05 00:55:32+00:00,Biden,2231,Georgia,,
1210,2020-11-05 00:44:49+00:00,Trump,3592,Georgia,,
1211,2020-11-05 00:44:49+00:00,Biden,2876,Georgia,,
1212,2020-11-05 00:20:56+00:00,Trump,3423,Georgia,,
1213,2020-11-05 00:20:56+00:00,Biden,13051,Georgia,,
1214,2020-11-05 00:16:49+00:00,Trump,524,Georgia,,
1215,2020-11-05 00:16:49+00:00,Biden,1051,Georgia,,
1216,2020-11-04 23:14:43+00:00,Trump,186,Georgia,,
1217,2020-11-04 23:14:43+00:00,Biden,317,Georgia,,
1218,2020-11-04 23:01:02+00:00,Trump,2024,Georgia,,
1219,2020-11-04 23:01:02+00:00,Biden,5225,Georgia,,
1220,2020-11-04 22:54:27+00:00,Trump,8320,Georgia,,
1221,2020-11-04 22:54:27+00:00,Biden,15366,Georgia,,
1222,2020-11-04 22:44:27+00:00,Trump,189,Georgia,,
1223,2020-11-04 22:44:27+00:00,Biden,908,Georgia,,
1224,2020-11-04 22:27:15+00:00,Trump,2,Georgia,,
1225,2020-11-04 22:27:15+00:00,Biden,2,Georgia,,
1226,2020-11-04 22:12:35+00:00,Trump,700,Georgia,,
1227,2020-11-04 22:12:35+00:00,Biden,652,Georgia,,
1228,2020-11-04 21:55:46+00:00,Trump,990,Georgia,,
1229,2020-11-04 21:55:46+00:00,Biden,623,Georgia,,
1230,2020-11-04 21:45:13+00:00,Trump,3526,Georgia,,
1231,2020-11-04 21:45:13+00:00,Biden,13214,Georgia,,
1232,2020-11-04 21:37:45+00:00,Trump,348,Georgia,,
1233,2020-11-04 21:37:45+00:00,Biden,258,Georgia,,
1234,2020-11-04 21:29:17+00:00,Trump,114,Georgia,,
1235,2020-11-04 21:29:17+00:00,Biden,556,Georgia,,
1236,2020-11-04 21:12:19+00:00,Trump,178,Georgia,,
1237,2020-11-04 21:12:19+00:00,Biden,157,Georgia,,
1238,2020-11-04 20:53:17+00:00,Trump,4711,Georgia,,
1239,2020-11-04 20:53:17+00:00,Biden,5173,Georgia,,
1240,2020-11-04 20:48:16+00:00,Trump,19,Georgia,,
1241,2020-11-04 20:48:16+00:00,Biden,14,Georgia,,
1242,2020-11-04 20:14:42+00:00,Trump,1861,Georgia,,
1243,2020-11-04 20:14:42+00:00,Biden,2946,Georgia,,
1244,2020-11-04 19:44:32+00:00,Trump,1000,Georgia,,
1245,2020-11-04 19:44:32+00:00,Biden,4822,Georgia,,
1246,2020-11-04 19:36:47+00:00,Trump,528,Georgia,,
1247,2020-11-04 19:36:47+00:00,Biden,273,Georgia,,
1248,2020-11-04 19:33:35+00:00,Trump,39,Georgia,,
1249,2020-11-04 19:33:35+00:00,Biden,38,Georgia,,
1250,2020-11-04 19:28:48+00:00,Trump,132,Georgia,,
1251,2020-11-04 19:28:48+00:00,Biden,159,Georgia,,
1252,2020-11-04 19:13:03+00:00,Trump,305,Georgia,,
1253,2020-11-04 19:13:03+00:00,Biden,190,Georgia,,
1254,2020-11-04 18:40:57+00:00,Trump,604,Georgia,,
1255,2020-11-04 18:40:57+00:00,Biden,3452,Georgia,,
1256,2020-11-04 17:57:21+00:00,Trump,392,Georgia,,
1257,2020-11-04 17:57:21+00:00,Biden,1933,Georgia,,
1258,2020-11-04 17:44:28+00:00,Trump,1076,Georgia,,
1259,2020-11-04 17:44:28+00:00,Biden,1317,Georgia,,
1260,2020-11-04 17:41:18+00:00,Trump,124,Georgia,,
1261,2020-11-04 17:41:18+00:00,Biden,115,Georgia,,
1262,2020-11-04 17:16:47+00:00,Trump,2416,Georgia,,
1263,2020-11-04 17:16:47+00:00,Biden,16645,Georgia,,
1264,2020-11-04 16:37:07+00:00,Trump,738,Georgia,,
1265,2020-11-04 16:37:07+00:00,Biden,2521,Georgia,,
1266,2020-11-04 16:35:11+00:00,Trump,205,Georgia,,
1267,2020-11-04 16:35:11+00:00,Biden,290,Georgia,,
1268,2020-11-04 14:15:56+00:00,Trump,11,Georgia,,
1269,2020-11-04 14:15:56+00:00,Biden,66,Georgia,,
1270,2020-11-04 13:28:22+00:00,Trump,2375211,Georgia,,
1271,2020-11-04 13:28:22+00:00,Biden,2272287,Georgia,,
1272,2020-11-19 20:34:03+00:00,Biden,60,Hawaii,,
1273,2020-11-19 20:34:03+00:00,Trump,64,Hawaii,,
1274,2020-11-13 01:51:08+00:00,Biden,268,Hawaii,,
1275,2020-11-13 01:51:08+00:00,Trump,198,Hawaii,,
1276,2020-11-04 17:33:32+00:00,Biden,10576,Hawaii,,
1277,2020-11-04 17:33:32+00:00,Trump,10183,Hawaii,,
1278,2020-11-04 13:28:22+00:00,Biden,344710,Hawaii,,
1279,2020-11-04 13:28:22+00:00,Trump,176300,Hawaii,,
1280,2020-11-13 16:01:50+00:00,Trump,109,Idaho,,
1281,2020-11-13 16:01:50+00:00,Biden,40,Idaho,,
1282,2020-11-06 15:35:56+00:00,Trump,4893,Idaho,,
1283,2020-11-06 15:35:56+00:00,Biden,636,Idaho,,
1284,2020-11-05 01:21:51+00:00,Trump,20872,Idaho,,
1285,2020-11-05 01:21:51+00:00,Biden,3253,Idaho,,
1286,2020-11-04 13:28:22+00:00,Trump,507481,Idaho,,
1287,2020-11-04 13:28:22+00:00,Biden,279879,Idaho,,
1288,2020-12-08 16:27:04+00:00,Biden,235,Illinois,,
1289,2020-12-08 16:27:04+00:00,Trump,158,Illinois,,
1290,2020-12-04 20:16:48+00:00,Biden,1324,Illinois,,
1291,2020-12-04 20:16:48+00:00,Trump,979,Illinois,,
1292,2020-12-04 19:11:49+00:00,Biden,5864,Illinois,,
1293,2020-12-04 19:11:49+00:00,Trump,6526,Illinois,,
1294,2020-12-04 18:16:41+00:00,Biden,1953,Illinois,,
1295,2020-12-04 18:16:41+00:00,Trump,-343,Illinois,,
1296,2020-12-04 00:41:42+00:00,Biden,12,Illinois,,
1297,2020-12-04 00:41:42+00:00,Trump,112,Illinois,,
1298,2020-12-02 20:07:21+00:00,Biden,161,Illinois,,
1299,2020-12-02 20:07:21+00:00,Trump,182,Illinois,,
1300,2020-12-02 16:33:22+00:00,Biden,991,Illinois,,
1301,2020-12-02 16:33:22+00:00,Trump,759,Illinois,,
1302,2020-11-24 15:49:27+00:00,Biden,15,Illinois,,
1303,2020-11-24 15:49:27+00:00,Trump,16,Illinois,,
1304,2020-11-24 15:28:16+00:00,Biden,6765,Illinois,,
1305,2020-11-24 15:28:16+00:00,Trump,2305,Illinois,,
1306,2020-11-24 15:11:26+00:00,Biden,4416,Illinois,,
1307,2020-11-24 15:11:26+00:00,Trump,963,Illinois,,
1308,2020-11-20 19:35:51+00:00,Biden,2863,Illinois,,
1309,2020-11-20 19:35:51+00:00,Trump,1826,Illinois,,
1310,2020-11-20 15:00:19+00:00,Biden,946,Illinois,,
1311,2020-11-20 15:00:19+00:00,Trump,653,Illinois,,
1312,2020-11-20 14:45:19+00:00,Biden,2434,Illinois,,
1313,2020-11-20 14:45:19+00:00,Trump,1132,Illinois,,
1314,2020-11-19 16:55:55+00:00,Biden,7763,Illinois,,
1315,2020-11-19 16:55:55+00:00,Trump,993,Illinois,,
1316,2020-11-19 14:53:11+00:00,Biden,3455,Illinois,,
1317,2020-11-19 14:53:11+00:00,Trump,2065,Illinois,,
1318,2020-11-19 14:43:51+00:00,Biden,22140,Illinois,,
1319,2020-11-19 14:43:51+00:00,Trump,6087,Illinois,,
1320,2020-11-18 23:19:11+00:00,Biden,4649,Illinois,,
1321,2020-11-18 23:19:11+00:00,Trump,1789,Illinois,,
1322,2020-11-18 18:53:56+00:00,Biden,19,Illinois,,
1323,2020-11-18 18:53:56+00:00,Trump,42,Illinois,,
1324,2020-11-18 15:20:10+00:00,Biden,1994,Illinois,,
1325,2020-11-18 15:20:10+00:00,Trump,1189,Illinois,,
1326,2020-11-16 17:48:13+00:00,Biden,2592,Illinois,,updated
1327,2020-11-16 17:48:13+00:00,Trump,-2250,Illinois,,updated
1328,2020-11-16 14:39:33+00:00,Biden,2904,Illinois,,
1329,2020-11-16 14:39:33+00:00,Trump,867,Illinois,,
1330,2020-11-14 03:24:46+00:00,Biden,47411,Illinois,,
1331,2020-11-14 03:24:46+00:00,Trump,13750,Illinois,,
1332,2020-11-12 16:34:03+00:00,Biden,74,Illinois,,
1333,2020-11-12 16:34:03+00:00,Trump,32,Illinois,,
1334,2020-11-12 15:19:45+00:00,Biden,80529,Illinois,,
1335,2020-11-12 15:19:45+00:00,Trump,24353,Illinois,,
1336,2020-11-11 18:16:26+00:00,Biden,3598,Illinois,,
1337,2020-11-11 18:16:26+00:00,Trump,2083,Illinois,,
1338,2020-11-11 14:59:03+00:00,Biden,24452,Illinois,,
1339,2020-11-11 14:59:03+00:00,Trump,7655,Illinois,,
1340,2020-11-11 14:36:23+00:00,Biden,189704,Illinois,,
1341,2020-11-11 14:36:23+00:00,Trump,31788,Illinois,,
1342,2020-11-09 13:22:22+00:00,Biden,27353,Illinois,,
1343,2020-11-09 13:22:22+00:00,Trump,7867,Illinois,,
1344,2020-11-08 22:12:39+00:00,Biden,8559,Illinois,,
1345,2020-11-08 22:12:39+00:00,Trump,2675,Illinois,,
1346,2020-11-07 03:36:25+00:00,Biden,953,Illinois,,
1347,2020-11-07 03:36:25+00:00,Trump,543,Illinois,,
1348,2020-11-07 03:26:10+00:00,Biden,54718,Illinois,,
1349,2020-11-07 03:26:10+00:00,Trump,14828,Illinois,,
1350,2020-11-07 02:20:08+00:00,Biden,1312,Illinois,,
1351,2020-11-07 02:20:08+00:00,Trump,2826,Illinois,,
1352,2020-11-06 22:43:08+00:00,Biden,261,Illinois,,
1353,2020-11-06 22:43:08+00:00,Trump,737,Illinois,,
1354,2020-11-06 17:53:42+00:00,Biden,2655,Illinois,,
1355,2020-11-06 17:53:42+00:00,Trump,4749,Illinois,,
1356,2020-11-06 17:21:32+00:00,Biden,1039,Illinois,,
1357,2020-11-06 17:21:32+00:00,Trump,512,Illinois,,
1358,2020-11-06 03:16:43+00:00,Biden,24363,Illinois,,
1359,2020-11-06 03:16:43+00:00,Trump,5550,Illinois,,
1360,2020-11-06 02:19:10+00:00,Biden,2622,Illinois,,
1361,2020-11-06 02:19:10+00:00,Trump,4900,Illinois,,
1362,2020-11-06 01:44:07+00:00,Biden,25580,Illinois,,
1363,2020-11-06 01:44:07+00:00,Trump,40198,Illinois,,
1364,2020-11-05 22:21:28+00:00,Biden,1529,Illinois,,
1365,2020-11-05 22:21:28+00:00,Trump,2422,Illinois,,
1366,2020-11-05 22:01:29+00:00,Biden,24155,Illinois,,
1367,2020-11-05 22:01:29+00:00,Trump,25139,Illinois,,
1368,2020-11-05 21:45:23+00:00,Biden,23401,Illinois,,
1369,2020-11-05 21:45:23+00:00,Trump,4918,Illinois,,
1370,2020-11-05 19:37:18+00:00,Biden,1255,Illinois,,
1371,2020-11-05 19:37:18+00:00,Trump,4212,Illinois,,
1372,2020-11-05 19:21:26+00:00,Biden,15876,Illinois,,
1373,2020-11-05 19:21:26+00:00,Trump,4216,Illinois,,
1374,2020-11-05 18:59:20+00:00,Biden,1896,Illinois,,
1375,2020-11-05 18:59:20+00:00,Trump,3867,Illinois,,
1376,2020-11-05 18:34:38+00:00,Biden,3254,Illinois,,
1377,2020-11-05 18:34:38+00:00,Trump,7046,Illinois,,
1378,2020-11-05 18:15:33+00:00,Biden,1006,Illinois,,
1379,2020-11-05 18:15:33+00:00,Trump,4492,Illinois,,
1380,2020-11-05 18:04:38+00:00,Biden,2004,Illinois,,
1381,2020-11-05 18:04:38+00:00,Trump,4196,Illinois,,
1382,2020-11-05 17:56:53+00:00,Biden,802,Illinois,,
1383,2020-11-05 17:56:53+00:00,Trump,2520,Illinois,,
1384,2020-11-05 17:41:08+00:00,Biden,2133,Illinois,,
1385,2020-11-05 17:41:08+00:00,Trump,7774,Illinois,,
1386,2020-11-05 17:16:26+00:00,Biden,17807,Illinois,,
1387,2020-11-05 17:16:26+00:00,Trump,676,Illinois,,
1388,2020-11-05 16:46:27+00:00,Biden,814,Illinois,,
1389,2020-11-05 16:46:27+00:00,Trump,2000,Illinois,,
1390,2020-11-05 16:37:47+00:00,Biden,1141,Illinois,,
1391,2020-11-05 16:37:47+00:00,Trump,4595,Illinois,,
1392,2020-11-05 16:17:43+00:00,Biden,68203,Illinois,,
1393,2020-11-05 16:17:43+00:00,Trump,51919,Illinois,,
1394,2020-11-05 00:55:32+00:00,Biden,78519,Illinois,,
1395,2020-11-05 00:55:32+00:00,Trump,101372,Illinois,,
1396,2020-11-05 00:16:49+00:00,Biden,52588,Illinois,,
1397,2020-11-05 00:16:49+00:00,Trump,46472,Illinois,,
1398,2020-11-04 21:29:17+00:00,Biden,90947,Illinois,,
1399,2020-11-04 21:29:17+00:00,Trump,73549,Illinois,,
1400,2020-11-04 13:28:22+00:00,Biden,2425192,Illinois,,
1401,2020-11-04 13:28:22+00:00,Trump,1831018,Illinois,,
1402,2021-01-05 23:08:20+00:00,Trump,4,Indiana,,
1403,2021-01-05 23:08:20+00:00,Biden,2,Indiana,,
1404,2020-11-26 15:37:15+00:00,Trump,6,Indiana,,
1405,2020-11-26 15:37:15+00:00,Biden,1,Indiana,,
1406,2020-11-26 15:27:13+00:00,Trump,270,Indiana,,
1407,2020-11-26 15:27:13+00:00,Biden,592,Indiana,,
1408,2020-11-26 15:07:14+00:00,Trump,127,Indiana,,
1409,2020-11-26 15:07:14+00:00,Biden,125,Indiana,,
1410,2020-11-18 21:14:30+00:00,Trump,52,Indiana,,
1411,2020-11-18 21:14:30+00:00,Biden,40,Indiana,,
1412,2020-11-17 15:34:21+00:00,Trump,103,Indiana,,
1413,2020-11-17 15:34:21+00:00,Biden,146,Indiana,,
1414,2020-11-16 22:18:52+00:00,Trump,171,Indiana,,
1415,2020-11-16 22:18:52+00:00,Biden,71,Indiana,,
1416,2020-11-16 19:31:33+00:00,Trump,6,Indiana,,
1417,2020-11-16 19:31:33+00:00,Biden,11,Indiana,,
1418,2020-11-16 18:16:52+00:00,Trump,3,Indiana,,
1419,2020-11-16 18:16:52+00:00,Biden,2,Indiana,,
1420,2020-11-14 20:14:27+00:00,Trump,8,Indiana,,
1421,2020-11-14 20:14:27+00:00,Biden,6,Indiana,,
1422,2020-11-14 00:30:24+00:00,Trump,33,Indiana,,
1423,2020-11-14 00:30:24+00:00,Biden,33,Indiana,,
1424,2020-11-13 22:14:24+00:00,Trump,27,Indiana,,
1425,2020-11-13 22:14:24+00:00,Biden,25,Indiana,,
1426,2020-11-13 20:09:56+00:00,Trump,1160,Indiana,,
1427,2020-11-13 20:09:56+00:00,Biden,1493,Indiana,,
1428,2020-11-13 16:28:30+00:00,Trump,16,Indiana,,
1429,2020-11-13 16:28:30+00:00,Biden,6,Indiana,,
1430,2020-11-12 21:15:04+00:00,Trump,1,Indiana,,
1431,2020-11-12 21:15:04+00:00,Biden,1,Indiana,,
1432,2020-11-12 17:10:03+00:00,Trump,27,Indiana,,
1433,2020-11-12 17:10:03+00:00,Biden,6,Indiana,,
1434,2020-11-12 15:19:45+00:00,Trump,603,Indiana,,
1435,2020-11-12 15:19:45+00:00,Biden,161,Indiana,,
1436,2020-11-09 19:14:19+00:00,Trump,66,Indiana,,
1437,2020-11-09 19:14:19+00:00,Biden,231,Indiana,,
1438,2020-11-09 17:17:21+00:00,Trump,83,Indiana,,
1439,2020-11-09 17:17:21+00:00,Biden,11,Indiana,,
1440,2020-11-06 21:39:06+00:00,Trump,785,Indiana,,
1441,2020-11-06 21:39:06+00:00,Biden,204,Indiana,,
1442,2020-11-06 17:47:36+00:00,Trump,517,Indiana,,
1443,2020-11-06 17:47:36+00:00,Biden,101,Indiana,,
1444,2020-11-06 15:45:44+00:00,Trump,22,Indiana,,
1445,2020-11-06 15:45:44+00:00,Biden,367,Indiana,,
1446,2020-11-06 14:12:24+00:00,Trump,5885,Indiana,,
1447,2020-11-06 14:12:24+00:00,Biden,13956,Indiana,,
1448,2020-11-06 13:48:02+00:00,Trump,8602,Indiana,,
1449,2020-11-06 13:48:02+00:00,Biden,19444,Indiana,,
1450,2020-11-06 13:40:09+00:00,Trump,11568,Indiana,,
1451,2020-11-06 13:40:09+00:00,Biden,8524,Indiana,,
1452,2020-11-05 23:10:44+00:00,Trump,6977,Indiana,,
1453,2020-11-05 23:10:44+00:00,Biden,5248,Indiana,,
1454,2020-11-05 22:15:13+00:00,Trump,7057,Indiana,,
1455,2020-11-05 22:15:13+00:00,Biden,3290,Indiana,,
1456,2020-11-05 20:14:01+00:00,Trump,3578,Indiana,,
1457,2020-11-05 20:14:01+00:00,Biden,849,Indiana,,
1458,2020-11-05 19:37:18+00:00,Trump,479,Indiana,,
1459,2020-11-05 19:37:18+00:00,Biden,110,Indiana,,
1460,2020-11-05 19:31:11+00:00,Trump,600,Indiana,,
1461,2020-11-05 19:31:11+00:00,Biden,195,Indiana,,
1462,2020-11-05 18:59:20+00:00,Trump,17381,Indiana,,
1463,2020-11-05 18:59:20+00:00,Biden,11216,Indiana,,
1464,2020-11-05 17:12:52+00:00,Trump,17567,Indiana,,
1465,2020-11-05 17:12:52+00:00,Biden,9524,Indiana,,
1466,2020-11-05 16:53:29+00:00,Trump,2850,Indiana,,
1467,2020-11-05 16:53:29+00:00,Biden,5994,Indiana,,
1468,2020-11-05 16:43:40+00:00,Trump,8678,Indiana,,
1469,2020-11-05 16:43:40+00:00,Biden,8050,Indiana,,
1470,2020-11-05 16:26:02+00:00,Trump,11007,Indiana,,
1471,2020-11-05 16:26:02+00:00,Biden,16321,Indiana,,
1472,2020-11-05 16:13:43+00:00,Trump,11408,Indiana,,
1473,2020-11-05 16:13:43+00:00,Biden,16129,Indiana,,
1474,2020-11-05 16:08:12+00:00,Trump,26678,Indiana,,
1475,2020-11-05 16:08:12+00:00,Biden,58043,Indiana,,
1476,2020-11-04 22:31:46+00:00,Trump,21191,Indiana,,
1477,2020-11-04 22:31:46+00:00,Biden,27392,Indiana,,
1478,2020-11-04 21:29:17+00:00,Trump,298,Indiana,,
1479,2020-11-04 21:29:17+00:00,Biden,274,Indiana,,
1480,2020-11-04 20:14:42+00:00,Trump,22040,Indiana,,
1481,2020-11-04 20:14:42+00:00,Biden,39488,Indiana,,
1482,2020-11-04 17:16:47+00:00,Trump,70,Indiana,,
1483,2020-11-04 17:16:47+00:00,Biden,24,Indiana,,
1484,2020-11-04 13:28:22+00:00,Trump,1541785,Indiana,,
1485,2020-11-04 13:28:22+00:00,Biden,994768,Indiana,,
1486,2020-12-05 00:26:57+00:00,Trump,125,Iowa,,
1487,2020-12-05 00:26:57+00:00,Biden,85,Iowa,,
1488,2020-12-04 23:17:09+00:00,Trump,80,Iowa,,
1489,2020-12-04 23:17:09+00:00,Biden,95,Iowa,,
1490,2020-11-17 14:19:02+00:00,Trump,52,Iowa,,
1491,2020-11-17 14:19:02+00:00,Biden,42,Iowa,,
1492,2020-11-16 16:03:33+00:00,Trump,266,Iowa,,
1493,2020-11-16 16:03:33+00:00,Biden,423,Iowa,,
1494,2020-11-12 20:25:22+00:00,Trump,5,Iowa,,
1495,2020-11-12 20:25:22+00:00,Biden,5,Iowa,,
1496,2020-11-12 18:59:44+00:00,Trump,133,Iowa,,
1497,2020-11-12 18:59:44+00:00,Biden,207,Iowa,,
1498,2020-11-11 00:24:41+00:00,Trump,36,Iowa,,
1499,2020-11-11 00:24:41+00:00,Biden,21,Iowa,,
1500,2020-11-10 22:59:21+00:00,Trump,18,Iowa,,
1501,2020-11-10 22:59:21+00:00,Biden,12,Iowa,,
1502,2020-11-10 21:53:23+00:00,Trump,12,Iowa,,
