index,Timestamp,In The Lead,Vote Margin,Votes Remaining (est.),Change,State,Leader Batch Breakdown,Trailer Batch Breakdown,Trailer Batch Trend,Trailer Hurdle,Margin_change_estimate,Type,Batch Votes Winner,Batch Votes Loser,Accum. Votes Winner,Accum. Votes Loser
0,2020-11-23 20:33:25+00:00,Trump,591546,4,2476.0,Alabama,44.2,55.8,58.5,7499241.2,286.0,,1095.0,1381.0,1441170.0,849624.0
1,2020-11-23 20:11:23+00:00,Trump,591832,2521,5894.0,Alabama,50.6,49.4,55.0,11954.5,72.0,,2983.0,2911.0,1438187.0,846713.0
2,2020-11-23 19:48:16+00:00,Trump,591760,8534,4792.0,Alabama,61.2,38.8,47.8,3566.2,1074.0,,2933.0,1859.0,1435254.0,844854.0
3,2020-11-06 22:26:37+00:00,Trump,590686,13386,12548.0,Alabama,28.6,71.4,44.9,2287.6,5360.0,,3831.0,8717.0,1431423.0,836137.0
4,2020-11-04 21:12:19+00:00,Trump,595572,25662,10.0,Alabama,30.0,70.0,49.4,1226.9,4.0,,3.0,7.0,1431420.0,836130.0
5,2020-11-04 21:00:38+00:00,Trump,595576,25815,2938.0,Alabama,59.2,40.8,49.5,1219.9,542.0,,703.0,2235.0,1430717.0,833895.0
6,2020-11-04 20:23:38+00:00,Trump,597108,28830,13958.0,Alabama,86.9,13.1,50.1,1100.3,10298.0,,12128.0,1830.0,1418589.0,832065.0
7,2020-11-04 17:16:47+00:00,Trump,586810,43805,48782.0,Alabama,17.7,82.3,82.3,729.3,31534.0,,8624.0,40158.0,1409965.0,791907.0
8,2020-11-04 13:28:22+00:00,Trump,618344,93031,0.0,Alabama,,,,387.0,582171.0,,1401341.0,751749.0,1401341.0,751749.0
9,2020-12-02 15:22:19+00:00,Trump,36173,31816,587.0,Alaska,22.7,77.3,49.4,109.5,,,359.5,227.5,189951.0,153778.0
10,2020-11-25 02:25:12+00:00,Trump,36041,32544,432.0,Alaska,13.7,86.3,49.6,107.9,314.0,,283.5,148.5,189667.5,153629.5
11,2020-11-19 13:18:50+00:00,Trump,35906,34550,6977.0,Alaska,52.9,47.1,49.0,104.4,399.0,,3688.0,3289.0,185979.5,150340.5
12,2020-11-16 17:16:11+00:00,Trump,35507,41873,9404.0,Alaska,43.7,56.3,51.4,94.3,1188.0,,4108.0,5296.0,181871.5,145044.5
13,2020-11-15 18:50:50+00:00,Trump,36695,51823,4510.0,Alaska,57.2,42.8,53.4,87.0,652.0,,2581.0,1929.0,179290.5,143115.5
14,2020-11-14 02:45:23+00:00,Trump,36043,56557,10814.0,Alaska,54.1,45.9,56.6,83.3,880.0,,5847.0,4967.0,173443.5,138148.5
15,2020-11-13 13:58:29+00:00,Trump,35163,66152,11116.0,Alaska,38.5,61.5,63.2,77.8,2558.0,,4279.0,6837.0,169164.5,131311.5
16,2020-11-13 02:28:29+00:00,Trump,37721,79313,24451.0,Alaska,35.8,64.2,62.2,74.9,6929.0,,8761.0,15690.0,160403.5,115621.5
17,2020-11-12 16:47:02+00:00,Trump,44650,104558,25032.0,Alaska,46.2,53.8,53.7,72.3,1894.0,,11569.0,13463.0,148834.5,102158.5
18,2020-11-11 13:19:23+00:00,Trump,46544,130363,19943.0,Alaska,46.9,53.1,54.4,68.7,1223.0,,9360.0,10583.0,139474.5,91575.5
19,2020-11-11 02:51:01+00:00,Trump,47767,151112,47671.0,Alaska,42.8,57.2,57.2,66.5,6831.0,,20420.0,27251.0,119054.5,64324.5
20,2020-11-09 19:14:19+00:00,Trump,54598,200376,18010.0,Alaska,58.9,41.1,36.2,64.3,3216.0,,10613.0,7397.0,108441.5,56927.5
21,2020-11-04 18:40:57+00:00,Trump,51382,219315,38323.0,Alaska,71.1,28.9,28.9,62.3,16141.0,,27232.0,11091.0,81209.5,45836.5
22,2020-11-04 13:28:22+00:00,Trump,35241,258871,0.0,Alaska,,,,57.1,24784.0,,53978.0,34746.0,53978.0,34746.0
23,2020-11-16 18:51:33+00:00,Biden,10457,18,98.0,Arizona,90.8,9.2,53.7,29563.3,80.0,,89.0,9.0,1672143.0,1661686.0
24,2020-11-15 01:35:27+00:00,Biden,10377,116,421.0,Arizona,69.8,30.2,53.9,4594.6,167.0,,294.0,127.0,1671849.0,1661559.0
25,2020-11-14 23:57:27+00:00,Biden,10210,541,344.0,Arizona,78.2,21.8,54.2,1008.8,194.0,,269.0,75.0,1671580.0,1661484.0
26,2020-11-14 01:21:23+00:00,Biden,10016,891,1416.0,Arizona,45.8,54.2,54.6,621.1,120.0,,648.0,768.0,1670932.0,1660716.0
27,2020-11-14 00:59:43+00:00,Biden,10136,2345,1610.0,Arizona,22.5,77.5,54.5,269.6,886.0,,362.0,1248.0,1670570.0,1659468.0
28,2020-11-14 00:30:24+00:00,Biden,11022,3993,406.0,Arizona,54.4,45.6,53.0,190.2,36.0,,220.0,186.0,1670350.0,1659282.0
29,2020-11-13 18:16:31+00:00,Biden,10988,4419,3598.0,Arizona,43.8,56.2,53.1,176.3,446.0,,1576.0,2022.0,1668774.0,1657260.0
30,2020-11-13 04:20:29+00:00,Biden,11434,8100,3978.0,Arizona,55.0,45.0,52.7,121.7,400.0,,2189.0,1789.0,1666585.0,1655471.0
31,2020-11-13 00:49:46+00:00,Biden,11034,12157,1102.0,Arizona,33.8,66.2,54.2,96.1,356.0,,373.0,729.0,1666212.0,1654742.0
32,2020-11-12 21:46:24+00:00,Biden,11390,13279,5470.0,Arizona,48.7,51.3,54.5,93.6,146.0,,2661.5,2808.5,1663550.5,1651933.5
33,2020-11-12 17:27:43+00:00,Biden,11537,18869,124.0,Arizona,10.5,89.5,55.1,81.1,98.0,,13.0,111.0,1663537.5,1651822.5
34,2020-11-12 03:20:22+00:00,Biden,11635,18996,12845.0,Arizona,45.4,54.6,55.0,81.1,1193.0,,5826.0,7019.0,1657711.5,1644803.5
35,2020-11-11 23:14:54+00:00,Biden,12828,32139,4843.0,Arizona,50.2,49.8,56.1,70.3,15.0,,2429.0,2414.0,1655282.5,1642389.5
36,2020-11-11 02:17:41+00:00,Biden,12813,37105,5195.0,Arizona,42.6,57.4,57.7,67.5,769.0,,2213.0,2982.0,1653069.5,1639407.5
37,2020-11-11 01:51:41+00:00,Biden,13582,42396,330.0,Arizona,60.9,39.1,58.1,66.3,72.0,,201.0,129.0,1652868.5,1639278.5
38,2020-11-11 01:16:21+00:00,Biden,13510,42738,378.0,Arizona,16.4,83.6,58.3,66.1,254.0,,62.0,316.0,1652806.5,1638962.5
39,2020-11-11 00:49:41+00:00,Biden,13764,43122,1188.0,Arizona,30.8,69.2,58.0,66.2,456.0,,366.0,822.0,1652440.5,1638140.5
40,2020-11-11 00:24:41+00:00,Biden,14220,44350,63.0,Arizona,55.6,44.4,57.6,66.3,7.0,,35.0,28.0,1652405.5,1638112.5
41,2020-11-10 23:21:41+00:00,Biden,14213,44414,897.0,Arizona,35.8,64.2,57.7,66.3,255.0,,321.0,576.0,1652084.5,1637536.5
42,2020-11-10 21:44:40+00:00,Biden,14468,45328,6967.0,Arizona,48.1,51.9,57.5,66.2,265.0,,3351.0,3616.0,1648733.5,1633920.5
43,2020-11-10 20:17:01+00:00,Biden,14733,50808,15.0,Arizona,6.7,93.3,58.7,64.7,13.0,,1.0,14.0,1648732.5,1633906.5
44,2020-11-10 02:18:36+00:00,Biden,14746,50823,6252.0,Arizona,48.9,51.1,58.7,64.7,140.0,,3056.0,3196.0,1645676.5,1630710.5
45,2020-11-10 00:51:18+00:00,Biden,14886,57220,588.0,Arizona,38.6,61.4,57.1,63.2,134.0,,227.0,361.0,1645449.5,1630349.5
46,2020-11-10 00:02:51+00:00,Biden,15020,57820,576.0,Arizona,14.2,85.8,56.6,63.2,412.0,,82.0,494.0,1645367.5,1629855.5
47,2020-11-09 22:23:05+00:00,Biden,15432,58411,3332.0,Arizona,30.5,69.5,55.7,63.4,1298.0,,1017.0,2315.0,1644350.5,1627540.5
48,2020-11-09 21:15:22+00:00,Biden,16730,61848,773.0,Arizona,24.1,75.9,53.3,63.7,401.0,,186.0,587.0,1644164.5,1626953.5
49,2020-11-09 18:40:02+00:00,Biden,17131,62635,411.0,Arizona,58.9,41.1,52.9,63.9,73.0,,242.0,169.0,1643922.5,1626784.5
50,2020-11-09 18:30:48+00:00,Biden,17058,63059,142.0,Arizona,78.9,21.1,53.3,63.7,82.0,,112.0,30.0,1643810.5,1626754.5
51,2020-11-09 18:16:49+00:00,Biden,16976,63204,121.0,Arizona,46.3,53.7,53.5,63.6,9.0,,56.0,65.0,1643754.5,1626689.5
52,2020-11-09 00:49:30+00:00,Biden,16985,63328,319.0,Arizona,55.2,44.8,53.6,63.6,33.0,,176.0,143.0,1643578.5,1626546.5
53,2020-11-08 23:35:28+00:00,Biden,16952,63655,16258.0,Arizona,40.3,59.7,53.8,63.5,3150.0,,6554.0,9704.0,1637024.5,1616842.5
54,2020-11-08 23:08:18+00:00,Biden,20102,80394,6752.0,Arizona,55.6,44.4,53.3,62.7,754.0,,3753.0,2999.0,1633271.5,1613843.5
55,2020-11-08 19:32:33+00:00,Biden,19348,87256,2995.0,Arizona,63.3,36.7,56.4,61.3,795.0,,1895.0,1100.0,1631376.5,1612743.5
56,2020-11-08 17:39:24+00:00,Biden,18553,90294,239.0,Arizona,38.1,61.9,58.5,60.4,57.0,,91.0,148.0,1631285.5,1612595.5
57,2020-11-08 02:21:07+00:00,Biden,18610,90538,2239.0,Arizona,47.7,52.3,58.5,60.4,103.0,,1068.0,1171.0,1630217.5,1611424.5
58,2020-11-08 01:03:56+00:00,Biden,18713,92817,6925.0,Arizona,32.1,67.9,58.9,60.2,2475.0,,2225.0,4700.0,1627992.5,1606724.5
59,2020-11-07 21:31:25+00:00,Biden,21188,99936,1010.0,Arizona,83.4,16.6,56.7,60.8,674.0,,842.0,168.0,1627150.5,1606556.5
60,2020-11-07 20:09:53+00:00,Biden,20514,100958,293.0,Arizona,39.9,60.1,58.1,60.3,59.0,,117.0,176.0,1627033.5,1606380.5
61,2020-11-07 16:03:57+00:00,Biden,20573,101261,46505.0,Arizona,42.0,58.0,58.0,60.3,7479.0,,19513.0,26992.0,1607520.5,1579388.5
62,2020-11-07 16:01:43+00:00,Biden,28052,141668,1719.0,Arizona,52.6,47.4,56.6,60.1,89.0,,904.0,815.0,1606616.5,1578573.5
63,2020-11-07 15:45:35+00:00,Biden,27963,143418,6816.0,Arizona,36.1,63.9,57.0,59.9,1898.0,,2459.0,4357.0,1604157.5,1574216.5
64,2020-11-07 02:02:37+00:00,Biden,29861,157876,69821.0,Arizona,45.0,55.0,55.0,59.6,6955.0,,31433.0,38388.0,1572724.5,1535828.5
65,2020-11-07 01:28:19+00:00,Biden,36816,229808,595.0,Arizona,48.4,51.6,61.6,58.1,19.0,,288.0,307.0,1572436.5,1535521.5
66,2020-11-07 00:43:16+00:00,Biden,36835,230420,2866.0,Arizona,21.7,78.3,61.4,58.1,1620.0,,623.0,2243.0,1571813.5,1533278.5
67,2020-11-06 23:43:16+00:00,Biden,38455,233396,2099.0,Arizona,35.4,64.6,58.7,58.4,615.0,,742.0,1357.0,1571071.5,1531921.5
68,2020-11-06 23:16:34+00:00,Biden,39070,235568,202.0,Arizona,33.7,66.3,57.9,58.4,66.0,,68.0,134.0,1571003.5,1531787.5
69,2020-11-06 23:13:45+00:00,Biden,39136,235772,6992.0,Arizona,47.9,52.1,57.8,58.4,288.0,,3352.0,3640.0,1567651.5,1528147.5
70,2020-11-06 23:07:08+00:00,Biden,39424,244653,4698.0,Arizona,50.3,49.7,58.0,58.2,24.0,,2361.0,2337.0,1565290.5,1525810.5
71,2020-11-06 22:24:11+00:00,Biden,39400,249499,1003.0,Arizona,31.6,68.4,58.5,58.0,369.0,,317.0,686.0,1564973.5,1525124.5
72,2020-11-06 20:30:39+00:00,Biden,39769,250530,6551.0,Arizona,41.0,59.0,58.0,58.1,1185.0,,2683.0,3868.0,1562290.5,1521256.5
73,2020-11-06 19:53:53+00:00,Biden,40954,257196,1066.0,Arizona,33.7,66.3,56.6,58.1,348.0,,359.0,707.0,1561931.5,1520549.5
74,2020-11-06 19:25:09+00:00,Biden,41302,258282,3865.0,Arizona,18.0,82.0,56.2,58.1,2477.0,,694.0,3171.0,1561237.5,1517378.5
75,2020-11-06 16:13:06+00:00,Biden,43779,262239,1390.0,Arizona,57.6,42.4,52.4,58.5,210.0,,800.0,590.0,1560437.5,1516788.5
76,2020-11-06 16:03:11+00:00,Biden,43569,263625,60053.0,Arizona,47.1,52.9,52.9,58.4,3483.0,,28285.0,31768.0,1532152.5,1485020.5
77,2020-11-06 05:33:02+00:00,Biden,47052,325414,5521.0,Arizona,53.5,46.5,54.2,57.3,385.0,,2953.0,2568.0,1529199.5,1482452.5
78,2020-11-06 03:37:12+00:00,Biden,46667,331127,1170.0,Arizona,67.5,32.5,56.2,57.2,410.0,,790.0,380.0,1528409.5,1482072.5
79,2020-11-06 02:07:55+00:00,Biden,46257,332307,73976.0,Arizona,42.9,57.1,57.1,57.1,10576.0,,31700.0,42276.0,1496709.5,1439796.5
80,2020-11-06 01:33:55+00:00,Biden,56833,407621,1965.0,Arizona,24.3,75.7,51.7,57.1,1011.0,,477.0,1488.0,1496232.5,1438308.5
81,2020-11-06 01:15:19+00:00,Biden,57844,409578,2461.0,Arizona,76.4,23.6,50.2,57.2,1297.0,,1879.0,582.0,1494353.5,1437726.5
82,2020-11-06 01:04:29+00:00,Biden,56547,412063,27529.0,Arizona,47.4,52.6,53.1,57.0,1439.0,,13045.0,14484.0,1481308.5,1423242.5
83,2020-11-06 00:55:18+00:00,Biden,57986,440407,5963.0,Arizona,41.9,58.1,66.4,56.7,967.0,,2498.0,3465.0,1478810.5,1419777.5
84,2020-11-06 00:46:52+00:00,Biden,58953,446397,4975.0,Arizona,26.6,73.4,66.3,56.7,2327.0,,1324.0,3651.0,1477486.5,1416126.5
85,2020-11-06 00:35:53+00:00,Biden,61280,451566,7331.0,Arizona,23.4,76.6,63.8,56.9,3899.0,,1716.0,5615.0,1475770.5,1410511.5
86,2020-11-05 23:07:42+00:00,Biden,65179,459022,12039.0,Arizona,38.7,61.3,59.5,57.2,2727.0,,4656.0,7383.0,1471114.5,1403128.5
87,2020-11-05 20:55:45+00:00,Biden,67906,471249,1151.0,Arizona,40.3,59.7,58.5,57.3,223.0,,464.0,687.0,1470650.5,1402441.5
88,2020-11-05 19:53:24+00:00,Biden,68129,472434,180.0,Arizona,19.4,80.6,58.5,57.3,110.0,,35.0,145.0,1470615.5,1402296.5
89,2020-11-05 19:49:33+00:00,Biden,68239,472618,622.0,Arizona,23.0,77.0,58.3,57.3,336.0,,143.0,479.0,1470472.5,1401817.5
90,2020-11-05 19:21:26+00:00,Biden,68575,473250,1897.0,Arizona,54.9,45.1,58.0,57.4,185.0,,1041.0,856.0,1469431.5,1400961.5
91,2020-11-05 07:43:01+00:00,Biden,68390,475186,61039.0,Arizona,41.2,58.8,58.8,57.3,10783.0,,25128.0,35911.0,1444303.5,1365050.5
92,2020-11-05 02:03:34+00:00,Biden,79173,537188,74288.0,Arizona,40.8,59.2,59.2,57.5,13644.0,,30322.0,43966.0,1413981.5,1321084.5
93,2020-11-05 00:44:49+00:00,Biden,92817,612725,5511.0,Arizona,48.2,51.8,62.8,57.7,199.0,,2656.0,2855.0,1411325.5,1318229.5
94,2020-11-04 20:28:27+00:00,Biden,93016,618339,800.0,Arizona,18.6,81.4,65.2,57.6,502.0,,149.0,651.0,1411176.5,1317578.5
95,2020-11-04 18:56:14+00:00,Biden,93518,619190,209.0,Arizona,52.2,47.8,64.8,57.7,9.0,,109.0,100.0,1411067.5,1317478.5
96,2020-11-04 14:47:51+00:00,Biden,93509,619400,124688.0,Arizona,35.1,64.9,64.9,57.7,37156.0,,43766.0,80922.0,1367301.5,1236556.5
97,2020-11-04 13:28:22+00:00,Biden,130665,746304,0.0,Arizona,,,,58.9,206050.0,,1323536.0,1155634.0,1323536.0,1155634.0
98,2020-11-30 18:13:25+00:00,Trump,336715,Unknown,50.0,Arkansas,68.0,32.0,44.7,,18.0,,34.0,16.0,760647.0,423932.0
99,2020-11-24 20:34:16+00:00,Trump,336697,55,1159.0,Arkansas,74.0,26.0,44.7,315050.2,557.0,,858.0,301.0,759789.0,423631.0
100,2020-11-24 16:52:23+00:00,Trump,336140,1294,32.0,Arkansas,59.4,40.6,44.4,13416.6,6.0,,19.0,13.0,759770.0,423618.0
101,2020-11-23 19:34:20+00:00,Trump,336134,1328,120.0,Arkansas,17.5,82.5,44.4,13074.1,78.0,,20.0,100.0,759750.0,423518.0
102,2020-11-19 16:55:55+00:00,Trump,336214,1458,278.0,Arkansas,32.0,68.0,44.1,11915.7,100.0,,89.0,189.0,759661.0,423329.0
103,2020-11-18 17:43:33+00:00,Trump,336314,1739,30.0,Arkansas,73.3,26.7,43.7,10001.3,14.0,,22.0,8.0,759639.0,423321.0
104,2020-11-18 16:53:14+00:00,Trump,336300,1769,36.0,Arkansas,30.6,69.4,43.7,9832.1,,,11.0,25.0,759628.0,423296.0
105,2020-11-18 15:57:11+00:00,Trump,336314,1806,31.0,Arkansas,58.1,41.9,43.6,9632.1,5.0,,18.0,13.0,759610.0,423283.0
106,2020-11-18 15:48:31+00:00,Trump,336309,1837,34.0,Arkansas,73.5,26.5,43.6,9470.3,16.0,,25.0,9.0,759585.0,423274.0
107,2020-11-18 15:29:12+00:00,Trump,336293,1871,8.0,Arkansas,37.5,62.5,43.6,9298.6,2.0,,3.0,5.0,759582.0,423269.0
108,2020-11-18 00:32:01+00:00,Trump,336295,1879,5.0,Arkansas,80.0,20.0,43.6,9259.3,3.0,,4.0,1.0,759578.0,423268.0
109,2020-11-17 23:17:19+00:00,Trump,336292,1884,65.0,Arkansas,61.5,38.5,43.6,9234.8,15.0,,40.0,25.0,759538.0,423243.0
110,2020-11-17 21:32:18+00:00,Trump,336277,1949,10.0,Arkansas,70.0,30.0,43.5,8928.1,4.0,,7.0,3.0,759531.0,423240.0
111,2020-11-17 21:12:38+00:00,Trump,336273,1959,44.0,Arkansas,50.0,50.0,43.5,8882.7,0.0,,22.0,22.0,759509.0,423218.0
112,2020-11-17 20:16:59+00:00,Trump,336273,2003,29.0,Arkansas,65.5,34.5,43.5,8688.6,9.0,,19.0,10.0,759490.0,423208.0
113,2020-11-17 19:48:39+00:00,Trump,336264,2032,29.0,Arkansas,37.9,62.1,43.4,8565.1,7.0,,11.0,18.0,759479.0,423190.0
114,2020-11-17 17:07:03+00:00,Trump,336271,2061,160.0,Arkansas,51.2,48.8,43.4,8445.5,4.0,,82.0,78.0,759397.0,423112.0
115,2020-11-17 16:53:43+00:00,Trump,336267,2222,36.0,Arkansas,77.8,22.2,43.2,7837.1,20.0,,28.0,8.0,759369.0,423104.0
116,2020-11-17 15:24:22+00:00,Trump,336247,2258,94.0,Arkansas,55.3,44.7,43.2,7712.5,10.0,,52.0,42.0,759317.0,423062.0
117,2020-11-17 02:45:32+00:00,Trump,336237,2354,4390.0,Arkansas,29.6,70.4,43.1,7399.8,1794.0,,1298.0,3092.0,758019.0,419970.0
118,2020-11-16 23:19:52+00:00,Trump,338031,6842,102.0,Arkansas,64.7,35.3,36.4,2592.2,30.0,,66.0,36.0,757953.0,419934.0
119,2020-11-16 22:59:53+00:00,Trump,338001,6945,57.0,Arkansas,56.1,43.9,36.3,2554.3,7.0,,32.0,25.0,757921.0,419909.0
120,2020-11-16 21:01:32+00:00,Trump,337994,7004,18.0,Arkansas,88.9,11.1,36.3,2533.1,14.0,,16.0,2.0,757905.0,419907.0
121,2020-11-16 19:31:33+00:00,Trump,337980,7022,62.0,Arkansas,58.1,41.9,36.3,2526.6,10.0,,37.5,24.5,757867.5,419882.5
122,2020-11-16 18:28:52+00:00,Trump,337967,7088,86.0,Arkansas,27.9,72.1,36.3,2503.5,38.0,,24.0,62.0,757843.5,419820.5
123,2020-11-16 18:16:52+00:00,Trump,338005,7175,753.0,Arkansas,74.0,26.0,36.0,2474.0,557.0,updated,98.0,655.0,757745.5,419165.5
124,2020-11-16 17:40:54+00:00,Trump,338562,5936,641.0,Arkansas,6.4,93.6,36.1,2984.8,559.0,,41.0,600.0,757704.5,418565.5
125,2020-11-16 17:32:33+00:00,Trump,339121,6572,55.0,Arkansas,67.3,32.7,34.6,2705.2,19.0,,37.0,18.0,757667.5,418547.5
126,2020-11-16 15:52:53+00:00,Trump,339102,6628,21.0,Arkansas,81.0,19.0,34.6,2682.6,13.0,,17.0,4.0,757650.5,418543.5
127,2020-11-16 15:44:33+00:00,Trump,339089,6649,299.0,Arkansas,59.2,40.8,34.6,2674.2,55.0,,177.0,122.0,757473.5,418421.5
128,2020-11-16 15:36:12+00:00,Trump,339034,6961,194.0,Arkansas,64.4,35.6,34.5,2556.1,56.0,,125.0,69.0,757348.5,418352.5
129,2020-11-16 15:27:52+00:00,Trump,338978,7157,23.0,Arkansas,56.5,43.5,34.4,2487.1,3.0,,13.0,10.0,757335.5,418342.5
130,2020-11-15 18:07:50+00:00,Trump,338975,7180,92.0,Arkansas,77.2,22.8,34.4,2479.3,50.0,,71.0,21.0,757264.5,418321.5
131,2020-11-14 00:30:24+00:00,Trump,338925,7276,99.0,Arkansas,72.7,27.3,34.4,2446.9,45.0,,72.0,27.0,757192.5,418294.5
132,2020-11-13 23:21:03+00:00,Trump,338880,7379,20.0,Arkansas,65.0,35.0,34.4,2413.1,6.0,,13.0,7.0,757179.5,418287.5
133,2020-11-13 23:11:42+00:00,Trump,338874,7399,40.0,Arkansas,70.0,30.0,34.4,2406.7,16.0,,28.0,12.0,757151.5,418275.5
134,2020-11-13 21:39:42+00:00,Trump,338858,7442,772.0,Arkansas,35.6,64.4,34.3,2392.9,222.0,,275.0,497.0,756876.5,417778.5
135,2020-11-13 21:00:17+00:00,Trump,339080,8241,36.0,Arkansas,72.2,27.8,33.3,2167.2,16.0,,26.0,10.0,756850.5,417768.5
136,2020-11-13 20:43:56+00:00,Trump,339064,8280,3.0,Arkansas,66.7,33.3,33.3,2157.1,1.0,,2.0,1.0,756848.5,417767.5
137,2020-11-13 20:33:38+00:00,Trump,339063,8284,54.0,Arkansas,38.9,61.1,33.3,2156.1,12.0,,21.0,33.0,756827.5,417734.5
138,2020-11-13 20:09:56+00:00,Trump,339075,8338,933.0,Arkansas,50.7,49.3,33.2,2142.5,13.0,,473.0,460.0,756354.5,417274.5
139,2020-11-13 19:46:58+00:00,Trump,339062,9308,11.0,Arkansas,72.7,27.3,32.4,1924.4,5.0,,8.0,3.0,756346.5,417271.5
140,2020-11-13 18:51:38+00:00,Trump,339057,9319,60.0,Arkansas,71.7,28.3,32.4,1922.1,26.0,,43.0,17.0,756303.5,417254.5
141,2020-11-13 18:16:31+00:00,Trump,339031,9380,53.0,Arkansas,45.3,54.7,32.4,1909.8,5.0,,24.0,29.0,756279.5,417225.5
142,2020-11-13 17:53:30+00:00,Trump,339036,9434,10.0,Arkansas,20.0,80.0,32.4,1899.2,6.0,,2.0,8.0,756277.5,417217.5
143,2020-11-13 17:32:32+00:00,Trump,339042,9444,6.0,Arkansas,66.7,33.3,32.3,1897.3,2.0,,4.0,2.0,756273.5,417215.5
144,2020-11-13 16:42:51+00:00,Trump,339040,9450,159.0,Arkansas,53.5,46.5,32.3,1896.1,11.0,,85.0,74.0,756188.5,417141.5
145,2020-11-13 15:36:10+00:00,Trump,339029,9613,21.0,Arkansas,81.0,19.0,32.2,1864.7,13.0,,17.0,4.0,756171.5,417137.5
146,2020-11-13 15:15:30+00:00,Trump,339016,9635,12.0,Arkansas,83.3,16.7,32.2,1860.5,8.0,,10.0,2.0,756161.5,417135.5
147,2020-11-13 14:58:31+00:00,Trump,339008,9647,5.0,Arkansas,40.0,60.0,32.2,1858.2,1.0,,2.0,3.0,756159.5,417132.5
148,2020-11-12 22:07:44+00:00,Trump,339009,9652,15.0,Arkansas,66.7,33.3,32.2,1857.3,5.0,,6.5,8.5,756153.0,417124.0
149,2020-11-12 17:38:43+00:00,Trump,339011,9674,21.0,Arkansas,71.4,28.6,32.2,1853.2,9.0,,15.5,5.5,756137.5,417118.5
150,2020-11-10 21:53:23+00:00,Trump,339001,9697,12.0,Arkansas,91.7,8.3,32.2,1848.9,10.0,,11.0,1.0,756126.5,417117.5
151,2020-11-10 18:37:24+00:00,Trump,338991,9709,32.0,Arkansas,59.4,40.6,32.2,1846.6,6.0,,19.0,13.0,756107.5,417104.5
152,2020-11-10 04:16:39+00:00,Trump,338985,9743,46.0,Arkansas,58.7,41.3,32.2,1840.3,8.0,,26.5,19.5,756081.0,417085.0
153,2020-11-09 17:17:21+00:00,Trump,338978,9790,214.0,Arkansas,48.6,51.4,29.2,1831.7,104.0,updated,159.0,55.0,755922.0,417030.0
154,2020-11-09 16:41:11+00:00,Trump,338874,5916,3230.0,Arkansas,75.7,24.3,33.3,2997.4,2445.0,updated,392.5,2837.5,755529.5,414192.5
155,2020-11-09 15:22:03+00:00,Trump,341319,919,1291.0,Arkansas,90.8,9.2,32.1,19160.8,1053.0,,1172.0,119.0,754357.5,414073.5
156,2020-11-07 15:17:32+00:00,Trump,340266,2251,8518.0,Arkansas,63.8,36.2,32.9,7828.2,2344.0,,5431.0,3087.0,748926.5,410986.5
157,2020-11-06 20:08:18+00:00,Trump,337922,11125,6.0,Arkansas,83.3,16.7,31.6,1613.0,4.0,,5.0,1.0,748921.5,410985.5
158,2020-11-06 19:30:23+00:00,Trump,337918,11131,3230.0,Arkansas,75.7,24.3,33.7,1612.1,2445.0,updated,392.5,2837.5,748529.0,408148.0
159,2020-11-06 19:13:48+00:00,Trump,340363,6134,207.0,Arkansas,48.7,51.3,27.3,2905.2,101.0,updated,-1346.0,1553.0,749875.0,406595.0
160,2020-11-05 21:53:18+00:00,Trump,343262,Unknown,5833.0,Arkansas,59.2,40.8,31.6,,1073.0,,3453.0,2380.0,746422.0,404215.0
161,2020-11-05 21:29:17+00:00,Trump,342189,5376,224.0,Arkansas,55.8,44.2,28.0,3325.2,26.0,,125.5,98.5,746296.5,404116.5
162,2020-11-05 16:08:12+00:00,Trump,342162,5609,140.0,Arkansas,63.6,36.4,27.8,3188.9,38.0,,89.0,51.0,746207.5,404065.5
163,2020-11-04 23:49:45+00:00,Trump,342124,5755,1804.0,Arkansas,33.1,66.9,27.7,3109.0,608.0,,598.0,1206.0,745609.5,402859.5
164,2020-11-04 22:27:15+00:00,Trump,342732,7587,3901.0,Arkansas,81.8,18.2,22.3,2374.4,2483.0,,3192.0,709.0,742417.5,402150.5
165,2020-11-04 20:23:38+00:00,Trump,340249,11585,174.0,Arkansas,50.6,49.4,24.1,1561.2,2.0,,88.0,86.0,742329.5,402064.5
166,2020-11-04 20:14:42+00:00,Trump,340247,11761,84.0,Arkansas,88.1,11.9,23.6,1538.6,64.0,,74.0,10.0,742255.5,402054.5
167,2020-11-04 18:56:14+00:00,Trump,340183,11846,8901.0,Arkansas,76.4,23.6,23.7,1527.7,4695.0,,6798.0,2103.0,735457.5,399951.5
168,2020-11-04 17:24:40+00:00,Trump,335488,20969,23.0,Arkansas,78.3,21.7,38.6,873.3,13.0,,18.0,5.0,735439.5,399946.5
169,2020-11-04 14:40:19+00:00,Trump,335475,20993,21.0,Arkansas,42.9,57.1,57.1,872.3,3.0,,9.0,12.0,735430.5,399934.5
170,2020-11-04 13:28:22+00:00,Trump,335478,21014,0.0,Arkansas,,,,871.5,4768325.0,,735422.0,399922.0,735422.0,399922.0
171,2020-12-03 06:20:21+00:00,Biden,5103803,Unknown,5140.0,California,58.8,41.2,48.3,,902.0,,3021.0,2119.0,11109764.0,6005961.0
172,2020-12-03 00:40:21+00:00,Biden,5102901,5297,17235.0,California,46.8,53.2,48.3,49287.8,1101.0,,8067.0,9168.0,11101697.0,5996793.0
